n,s_factor,duration,size,seed,model,status,objective,runtime,wall_time,servers,fireups,num_vars,num_constrs
3,1.0,short,low,42,M3 Base,2,4.0,0.0004489421844482422,0.0011827945709228516,2,2,9,15
3,1.0,short,low,42,M3 Opt,2,4.0,0.0002751350402832031,0.0006439685821533203,2,2,9,19
3,1.0,short,low,43,M3 Base,2,4.0,0.00026297569274902344,0.0005161762237548828,2,2,9,15
3,1.0,short,low,43,M3 Opt,2,4.0,0.00022792816162109375,0.0005009174346923828,2,2,9,19
3,1.0,short,low,44,M3 Base,2,4.0,0.00023293495178222656,0.0004558563232421875,2,2,9,15
3,1.0,short,low,44,M3 Opt,2,4.0,0.00019788742065429688,0.000431060791015625,2,2,9,19
3,1.0,short,low,45,M3 Base,2,4.0,0.00021910667419433594,0.00041103363037109375,2,2,9,14
3,1.0,short,low,45,M3 Opt,2,4.0,0.00019407272338867188,0.0004138946533203125,2,2,9,18
3,1.0,short,low,46,M3 Base,2,4.0,0.00021219253540039062,0.00040078163146972656,2,2,9,14
3,1.0,short,low,46,M3 Opt,2,4.0,0.00018787384033203125,0.00040078163146972656,2,2,9,18
3,1.0,short,high,42,M3 Base,2,6.0,0.0003781318664550781,0.0006000995635986328,3,3,6,6
3,1.0,short,high,42,M3 Opt,2,6.0,0.0002110004425048828,0.0004181861877441406,3,3,6,10
3,1.0,short,high,43,M3 Base,2,6.0,0.00018310546875,0.0003261566162109375,3,3,6,6
3,1.0,short,high,43,M3 Opt,2,6.0,0.0001780986785888672,0.0003390312194824219,3,3,6,10
3,1.0,short,high,44,M3 Base,2,4.0,0.0002338886260986328,0.0004189014434814453,2,2,8,12
3,1.0,short,high,44,M3 Opt,2,4.0,0.00032591819763183594,0.0005388259887695312,2,2,8,16
3,1.0,short,high,45,M3 Base,2,4.0,0.0002372264862060547,0.0004711151123046875,2,2,9,14
3,1.0,short,high,45,M3 Opt,2,4.0,0.00023221969604492188,0.00046896934509277344,2,2,9,18
3,1.0,short,high,46,M3 Base,2,4.0,0.00020003318786621094,0.0003750324249267578,2,2,8,11
3,1.0,short,high,46,M3 Opt,2,4.0,0.00020003318786621094,0.0003948211669921875,2,2,8,15
3,1.0,long,low,42,M3 Base,2,4.0,0.0004520416259765625,0.000827789306640625,2,2,9,15
3,1.0,long,low,42,M3 Opt,2,4.0,0.00025391578674316406,0.00054931640625,2,2,9,19
3,1.0,long,low,43,M3 Base,2,4.0,0.00021505355834960938,0.0004150867462158203,2,2,9,15
3,1.0,long,low,43,M3 Opt,2,4.0,0.00021195411682128906,0.00043010711669921875,2,2,9,19
3,1.0,long,low,44,M3 Base,2,4.0,0.0002048015594482422,0.00039505958557128906,2,2,9,15
3,1.0,long,low,44,M3 Opt,2,4.0,0.0002048015594482422,0.0004169940948486328,2,2,9,19
3,1.0,long,low,45,M3 Base,2,4.0,0.00020813941955566406,0.0003829002380371094,2,2,9,14
3,1.0,long,low,45,M3 Opt,2,4.0,0.00021314620971679688,0.0004222393035888672,2,2,9,18
3,1.0,long,low,46,M3 Base,2,4.0,0.0002028942108154297,0.0003910064697265625,2,2,9,14
3,1.0,long,low,46,M3 Opt,2,4.0,0.00021791458129882812,0.00044083595275878906,2,2,9,18
3,1.0,long,high,42,M3 Base,2,6.0,0.00020599365234375,0.0003619194030761719,3,3,6,6
3,1.0,long,high,42,M3 Opt,2,6.0,0.00016307830810546875,0.00030803680419921875,3,3,6,10
3,1.0,long,high,43,M3 Base,2,6.0,0.0001571178436279297,0.0002682209014892578,3,3,6,6
3,1.0,long,high,43,M3 Opt,2,6.0,0.00015687942504882812,0.00029015541076660156,3,3,6,10
3,1.0,long,high,44,M3 Base,2,4.0,0.00019884109497070312,0.0003559589385986328,2,2,8,12
3,1.0,long,high,44,M3 Opt,2,4.0,0.00019979476928710938,0.0003840923309326172,2,2,8,16
3,1.0,long,high,45,M3 Base,2,4.0,0.0002040863037109375,0.0003762245178222656,2,2,9,14
3,1.0,long,high,45,M3 Opt,2,4.0,0.00021696090698242188,0.0004191398620605469,2,2,9,18
3,1.0,long,high,46,M3 Base,2,4.0,0.00018286705017089844,0.0003483295440673828,2,2,8,11
3,1.0,long,high,46,M3 Opt,2,4.0,0.00017905235290527344,0.0003590583801269531,2,2,8,15
3,1.2,short,low,42,M3 Base,2,4.0,0.00021910667419433594,0.00043392181396484375,2,2,9,15
3,1.2,short,low,42,M3 Opt,2,4.0,0.0002090930938720703,0.00041985511779785156,2,2,9,19
3,1.2,short,low,43,M3 Base,2,4.0,0.00019693374633789062,0.00037789344787597656,2,2,9,15
3,1.2,short,low,43,M3 Opt,2,4.0,0.00021791458129882812,0.000431060791015625,2,2,9,19
3,1.2,short,low,44,M3 Base,2,4.0,0.00021505355834960938,0.0004241466522216797,2,2,9,15
3,1.2,short,low,44,M3 Opt,2,4.0,0.00021600723266601562,0.0004410743713378906,2,2,9,19
3,1.2,short,low,45,M3 Base,2,4.0,0.0002148151397705078,0.00040030479431152344,2,2,9,14
3,1.2,short,low,45,M3 Opt,2,4.0,0.00021386146545410156,0.00042819976806640625,2,2,9,18
3,1.2,short,low,46,M3 Base,2,4.0,0.00020813941955566406,0.00039386749267578125,2,2,9,14
3,1.2,short,low,46,M3 Opt,2,4.0,0.00020885467529296875,0.0004191398620605469,2,2,9,18
3,1.2,short,high,42,M3 Base,2,6.0,0.00019288063049316406,0.0003299713134765625,3,3,6,6
3,1.2,short,high,42,M3 Opt,2,6.0,0.00017714500427246094,0.0003349781036376953,3,3,6,10
3,1.2,short,high,43,M3 Base,2,6.0,0.00016999244689941406,0.0002872943878173828,3,3,6,6
3,1.2,short,high,43,M3 Opt,2,6.0,0.0001690387725830078,0.0003139972686767578,3,3,6,10
3,1.2,short,high,44,M3 Base,2,4.0,0.00022482872009277344,0.00039505958557128906,2,2,8,12
3,1.2,short,high,44,M3 Opt,2,4.0,0.00021600723266601562,0.00041294097900390625,2,2,8,16
3,1.2,short,high,45,M3 Base,2,4.0,0.0002200603485107422,0.0004076957702636719,2,2,9,14
