n,model,mean_runtime,median_runtime,min_runtime,max_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_runs
10,M2 Base,0.15135072469711303,0.14363551139831543,0.02686619758605957,0.30354809761047363,178.5,310,40,0,0,40
10,M2 Opt,0.006181877851486206,0.003612041473388672,0.002663850784301758,0.013195991516113281,104.85,153.35,40,0,0,40
12,M2 Base,0.3211463451385498,0.2903311252593994,0.04352402687072754,1.1075589656829834,252.6,444,40,0,0,40
12,M2 Opt,0.010854429006576538,0.009577035903930664,0.0037119388580322266,0.030469894409179688,144.2,211.575,40,0,0,40
15,M2 Base,1.9418068289756776,1.0607354640960693,0.054084062576293945,9.162992000579834,394.5,690,40,0,0,40
15,M2 Opt,0.03022216558456421,0.018769383430480957,0.00545191764831543,0.3268449306488037,218.9,318.85,40,0,0,40
17,M2 Base,203.93361940383912,1.5311788320541382,0.13533782958984375,900,504.05,884,31,0,9,40
17,M2 Opt,0.051175153255462645,0.027443408966064453,0.007292985916137695,0.5389270782470703,276.25,405.25,40,0,0,40
