n,s_factor,duration,size,seed,model,status,objective,runtime,wall_time,servers,fireups,num_vars,num_constrs
50,1.0,long,high,45,M1 Base,2,44.0,152.5530490875244,152.80292201042175,22,"[(0, 39), (0, 48), (1, 19), (1, 49), (3, 18), (3, 47), (4, 0), (4, 42), (5, 35), (5, 43), (9, 44), (11, 34), (12, 16), (13, 10), (16, 33), (18, 17), (19, 46), (21, 20), (22, 2), (34, 32), (42, 31), (50, 25)]",7400,13800
50,1.0,long,high,45,M1 Opt,2,44.0,6.536954879760742,6.655388832092285,22,22,3937,7604
50,1.0,long,high,46,M1 Base,9,46.0,900.0249321460724,900.2701361179352,23,"[(0, 47), (1, 3), (1, 35), (1, 48), (4, 45), (4, 46), (4, 49), (5, 44), (8, 12), (9, 22), (17, 41), (18, 40), (20, 8), (21, 39), (23, 38), (24, 37), (25, 2), (25, 33), (34, 28), (37, 0), (42, 30), (42, 31), (45, 6)]",6900,12900
50,1.0,long,high,46,M1 Opt,9,46.0,900.0160369873047,900.1868584156036,23,23,3580,6875
50,1.2,short,low,42,M1 Base,2,16.0,70.4063618183136,70.63900899887085,8,"[(1, 32), (1, 49), (4, 23), (6, 15), (9, 0), (12, 41), (16, 12), (23, 42)]",7100,12600
50,1.2,short,low,42,M1 Opt,2,16.0,0.7817871570587158,0.8845691680908203,8,8,3790,6971
50,1.2,short,low,43,M1 Base,2,18.0,167.99767208099365,168.24104022979736,9,"[(1, 48), (2, 0), (3, 11), (3, 14), (5, 49), (11, 24), (16, 16), (18, 44), (49, 41)]",7450,13450
50,1.2,short,low,43,M1 Opt,2,18.0,0.6332409381866455,0.7458868026733398,9,9,4011,7562
50,1.2,short,low,44,M1 Base,2,16.0,12.50011396408081,12.75840711593628,8,"[(0, 47), (1, 0), (2, 6), (2, 48), (4, 34), (6, 5), (6, 19), (9, 49)]",7600,13700
50,1.2,short,low,44,M1 Opt,2,16.0,1.884840965270996,2.0090110301971436,8,8,4197,7866
50,1.2,short,low,45,M1 Base,9,18.0,900.0233299732208,900.30051612854,9,"[(1, 48), (3, 49), (4, 39), (5, 47), (8, 46), (13, 45), (17, 44), (22, 43), (50, 42)]",7300,13300
50,1.2,short,low,45,M1 Opt,9,18.0,900.0079300403595,900.1301357746124,9,9,3795,7188
50,1.2,short,low,46,M1 Base,2,16.0,21.14086413383484,21.337633848190308,8,"[(2, 34), (4, 25), (6, 0), (6, 49), (7, 26), (7, 47), (9, 39), (17, 4)]",6450,11350
50,1.2,short,low,46,M1 Opt,2,16.0,1.0308020114898682,1.1516752243041992,8,8,3447,6256
50,1.2,short,high,42,M1 Base,2,23.0,439.6603059768677,439.8930871486664,11,"[(1, 0), (1, 48), (8, 1), (9, 2), (12, 15), (14, 26), (16, 3), (17, 28), (18, 14), (20, 45), (20, 47), (35, 1)]",7100,12600
50,1.2,short,high,42,M1 Opt,2,23.0,6.7182910442352295,6.827354192733765,11,12,3727,6844
50,1.2,short,high,43,M1 Base,2,28.0,35.50295281410217,35.76934504508972,14,"[(1, 47), (2, 49), (3, 8), (3, 20), (5, 2), (8, 46), (9, 41), (11, 7), (17, 0), (23, 48), (42, 29), (45, 40), (47, 37), (49, 21)]",7450,13450
50,1.2,short,high,43,M1 Opt,2,28.0,1.8606898784637451,1.9962451457977295,14,14,4011,7562
50,1.2,short,high,44,M1 Base,9,25.0,900.0778398513794,900.3146319389343,12,"[(0, 2), (1, 48), (2, 38), (4, 17), (4, 46), (4, 49), (6, 40), (6, 45), (8, 43), (9, 0), (10, 19), (11, 24), (32, 46)]",7250,12950
50,1.2,short,high,44,M1 Opt,9,25.0,900.0120589733124,900.1592679023743,12,13,4010,7447
50,1.2,short,high,45,M1 Base,9,24.0,900.0253038406372,900.2972011566162,12,"[(1, 0), (3, 49), (5, 46), (5, 48), (6, 11), (8, 10), (11, 37), (17, 43), (18, 40), (24, 6), (39, 32), (48, 41)]",7300,13300
50,1.2,short,high,45,M1 Opt,2,24.0,3.0895299911499023,3.244127035140991,12,12,3795,7188
50,1.2,short,high,46,M1 Base,2,28.0,130.95011496543884,131.1555359363556,14,"[(2, 49), (4, 23), (6, 10), (7, 18), (7, 25), (8, 48), (11, 0), (17, 44), (23, 5), (24, 13), (24, 43), (25, 45), (37, 37), (37, 46)]",6400,11100
50,1.2,short,high,46,M1 Opt,2,28.0,1.4110240936279297,1.5238847732543945,14,14,3407,6118
50,1.2,long,low,42,M1 Base,2,28.0,367.45695996284485,367.74378275871277,14,"[(1, 0), (1, 47), (4, 34), (6, 9), (9, 26), (14, 4), (14, 36), (16, 11), (16, 19), (17, 8), (18, 39), (23, 10), (29, 2), (29, 27)]",7500,14000
50,1.2,long,low,42,M1 Opt,2,28.0,2.6810200214385986,2.8112261295318604,14,14,4017,7702
50,1.2,long,low,43,M1 Base,9,28.0,900.0414478778839,900.348977804184,14,"[(1, 27), (2, 1), (3, 13), (8, 48), (9, 34), (11, 31), (11, 37), (11, 46), (17, 44), (23, 38), (25, 49), (26, 42), (31, 41), (54, 36)]",7850,14850
50,1.2,long,low,43,M1 Opt,2,28.0,1.511254072189331,1.6679022312164307,14,14,4138,8075
50,1.2,long,low,44,M1 Base,9,30.0,900.0708510875702,900.3582108020782,15,"[(0, 49), (2, 48), (4, 47), (6, 46), (8, 45), (10, 44), (11, 43), (17, 42), (19, 41), (26, 40), (32, 39), (34, 37), (35, 38), (48, 36), (53, 35)]",7550,13850
50,1.2,long,low,44,M1 Opt,9,30.0,900.0180039405823,900.1804029941559,15,15,4144,7935
50,1.2,long,low,45,M1 Base,2,26.0,79.68882513046265,79.9541711807251,13,"[(1, 0), (3, 33), (4, 39), (5, 47), (6, 46), (10, 9), (13, 45), (16, 16), (18, 7), (22, 10), (29, 38), (30, 18), (34, 5)]",7400,13700
50,1.2,long,low,45,M1 Opt,2,26.0,3.1848530769348145,3.3119850158691406,13,13,3815,7246
50,1.2,long,low,46,M1 Base,9,32.0,900.045520067215,900.3253328800201,16,"[(2, 49), (6, 48), (7, 1), (7, 47), (8, 46), (11, 44), (11, 45), (21, 43), (22, 42), (24, 41), (25, 37), (33, 39), (36, 38), (45, 36), (47, 35), (48, 34)]",6900,12700
50,1.2,long,low,46,M1 Opt,2,30.0,212.03291296958923,212.17003798484802,15,15,3714,7057
