T_size,model,mean_n_jobs,median_n_jobs,mean_runtime,median_runtime,min_runtime,max_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_runs
5,M1 Opt,34.666666666666664,38.0,0.3271196285883586,0.1037440299987793,0.004498004913330078,4.618949890136719,989.7,1362.5666666666666,30,0,0,30
5,M2 Opt,34.666666666666664,38.0,0.4066623290379842,0.12258601188659668,0.001155853271484375,6.464457035064697,837.4333333333333,2164.1,30,0,0,30
5,M3 Opt,34.666666666666664,38.0,0.0845231850941976,0.03387641906738281,0.0007879734039306641,0.7408530712127686,394.6666666666667,830.1,30,0,0,30
7,M1 Opt,42.13333333333333,43.5,1.5783313751220702,0.27285706996917725,0.010993003845214844,20.213210105895996,1497.4,2054.0666666666666,30,0,0,30
7,M2 Opt,42.13333333333333,43.5,3.36796985467275,0.23108196258544922,0.004756927490234375,68.23190498352051,1260.7,3220.2,30,0,0,30
7,M3 Opt,42.13333333333333,43.5,0.23937408129374185,0.04292857646942139,0.0021698474884033203,3.181272029876709,620.6333333333333,1329.9,30,0,0,30
10,M1 Opt,52.3,50.5,39.251228817303975,0.8525525331497192,0.021893978118896484,900.0103049278259,2405.0666666666666,3300.6666666666665,29,1,0,30
10,M2 Opt,52.3,50.5,92.20116623242696,0.5043960809707642,0.010509014129638672,900.0164239406586,2009.0666666666666,5043.9,27,3,0,30
10,M3 Opt,52.3,50.5,32.11815478801727,0.13022065162658691,0.00473785400390625,900.0485861301422,1068.4,2334.0666666666666,29,1,0,30
