T_size,model,mean_n_jobs,median_n_jobs,min_n_jobs,max_n_jobs,mean_runtime,median_runtime,min_runtime,max_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_runs
3,M2 Base,16.333333333333332,16,11,22,0.05356052186754015,0.0160219669342041,0.006140947341918945,0.2857539653778076,334.8888888888889,874,9,0,0,9
3,M2 Opt,16.333333333333332,16,11,22,0.005011240641276042,0.005037069320678711,0.0019330978393554688,0.008780956268310547,198.77777777777777,501.3333333333333,9,0,0,9
5,M2 Base,19.444444444444443,20,13,26,1.9793338775634766,0.18780994415283203,0.009350061416625977,7.770957946777344,502.22222222222223,1234.4444444444443,9,0,0,9
5,M2 Opt,19.444444444444443,20,13,26,0.025965823067559138,0.012054920196533203,0.0013828277587890625,0.09025406837463379,300.77777777777777,694,9,0,0,9
6,M2 Base,21.22222222222222,22,14,28,1.2351002958085802,0.1029820442199707,0.02203202247619629,8.270591974258423,609.4444444444445,1467.5555555555557,9,0,0,9
6,M2 Opt,21.22222222222222,22,14,28,0.0272372563680013,0.015992164611816406,0.0030350685119628906,0.0736548900604248,363.77777777777777,817.6666666666666,9,0,0,9
