T_size,model,mean_n_jobs,median_n_jobs,min_n_jobs,max_n_jobs,mean_runtime,median_runtime,min_runtime,max_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_runs
3,M2 Base,25.571428571428573,27,11,39,29.498477879024687,0.6670269966125488,0.011229991912841797,594.7830040454865,810.4761904761905,2226.8571428571427,21,0,0,21
3,M2 Opt,25.571428571428573,27,11,39,0.16674725214640299,0.03797101974487305,0.003895998001098633,0.8016560077667236,453.6666666666667,1214.7142857142858,21,0,0,21
5,M2 Base,31.095238095238095,31,13,55,19.59817033722287,1.5434329509735107,0.009364128112792969,295.1708998680115,1266.6666666666667,3364.6666666666665,21,0,0,21
5,M2 Opt,31.095238095238095,31,13,55,0.5801253091721308,0.09651517868041992,0.0012760162353515625,7.777461051940918,710.3333333333334,1805.7142857142858,21,0,0,21
7,M2 Base,36.714285714285715,37,15,67,69.14944914409092,1.6191980838775635,0.03134894371032715,900.0173180103302,1828.857142857143,4752.285714285715,20,1,0,21
7,M2 Opt,36.714285714285715,37,15,67,0.7021713938031878,0.1005549430847168,0.005991220474243164,7.866627931594849,1019.3809523809524,2522,21,0,0,21
