n,model,mean_runtime,median_runtime,min_runtime,max_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_runs
15,M1 Base,0.45911356806755066,0.19813191890716553,0.057379961013793945,4.663301944732666,727.5,1393.5,40,0,0,40
15,M1 Opt,0.03394930958747864,0.021967053413391113,0.008620977401733398,0.19263982772827148,407.45,813.55,40,0,0,40
30,M1 Base,129.23662654757499,7.143953561782837,0.8304870128631592,900.0600969791412,2742,5124,36,4,0,40
30,M1 Opt,92.00608804225922,0.6901289224624634,0.1056978702545166,900.0126781463623,1500.825,2914.025,36,4,0,40
45,M1 Base,366.15292013287547,174.88639295101166,7.515949010848999,900.0581958293915,5914.125,10886.625,30,10,0,40
45,M1 Opt,193.91117037534713,3.9237420558929443,0.4745769500732422,900.0108568668365,3175.15,6058.3,33,7,0,40
60,M1 Base,584.5912624657154,900.0155580043793,42.258805990219116,905.2674150466919,10204.5,18457.5,18,22,0,40
60,M1 Opt,118.92640762329101,16.887575507164,1.4168009757995605,900.0330448150635,5447.325,10228.125,36,4,0,40
