n,s_factor,duration,size,seed,model,status,objective,runtime,wall_time,servers,fireups,num_vars,num_constrs
15,1.0,short,low,42,M1 Base,2,12.0,4.094328165054321,4.417279005050659,6,"[(0, 14), (2, 13), (4, 12), (6, 11), (8, 10), (11, 9)]",735,1365
15,1.0,short,low,42,M1 Opt,2,12.0,0.18560314178466797,0.1940469741821289,6,6,420,821
15,1.0,short,low,43,M1 Base,2,12.0,4.663301944732666,4.675999164581299,6,"[(1, 13), (1, 14), (4, 12), (5, 11), (8, 10), (13, 9)]",690,1320
15,1.0,short,low,43,M1 Opt,2,12.0,0.05768418312072754,0.06458806991577148,6,6,395,786
15,1.0,short,low,44,M1 Base,2,12.0,0.29587388038635254,0.3087029457092285,6,"[(0, 14), (3, 13), (5, 12), (7, 11), (9, 10), (12, 9)]",720,1350
15,1.0,short,low,44,M1 Opt,2,12.0,0.01603412628173828,0.02306985855102539,6,6,408,805
15,1.0,short,low,45,M1 Base,2,12.0,0.4277470111846924,0.43831872940063477,6,"[(1, 14), (2, 13), (4, 12), (9, 11), (10, 10), (13, 9)]",615,1125
15,1.0,short,low,45,M1 Opt,2,12.0,0.012825965881347656,0.018846988677978516,6,6,356,695
15,1.0,short,low,46,M1 Base,2,10.0,0.13316583633422852,0.1469419002532959,5,"[(0, 2), (1, 3), (2, 0), (2, 7), (3, 6)]",765,1455
15,1.0,short,low,46,M1 Opt,2,10.0,0.016823768615722656,0.02422785758972168,5,5,425,848
15,1.0,short,high,42,M1 Base,2,16.0,0.18237090110778809,0.19585490226745605,8,"[(0, 14), (1, 13), (2, 12), (3, 11), (4, 10), (6, 9), (8, 8), (11, 7)]",735,1365
15,1.0,short,high,42,M1 Opt,2,16.0,0.030719995498657227,0.03792405128479004,8,8,420,821
15,1.0,short,high,43,M1 Base,2,14.0,0.0807650089263916,0.0933389663696289,7,"[(1, 0), (1, 1), (1, 14), (4, 11), (4, 13), (5, 12), (12, 8)]",690,1320
15,1.0,short,high,43,M1 Opt,2,14.0,0.016093015670776367,0.022993803024291992,7,7,395,786
15,1.0,short,high,44,M1 Base,2,14.0,0.11320996284484863,0.12598609924316406,7,"[(0, 3), (2, 0), (2, 4), (3, 1), (4, 8), (7, 12), (9, 13)]",720,1350
15,1.0,short,high,44,M1 Opt,2,14.0,0.03310394287109375,0.04015088081359863,7,7,408,805
15,1.0,short,high,45,M1 Base,2,17.0,0.0931699275970459,0.10383796691894531,8,"[(1, 0), (1, 11), (2, 13), (4, 1), (4, 10), (8, 14), (10, 5), (10, 7), (13, 13)]",615,1125
15,1.0,short,high,45,M1 Opt,2,17.0,0.02917313575744629,0.03528094291687012,8,9,356,695
15,1.0,short,high,46,M1 Base,2,14.0,0.12545299530029297,0.13947200775146484,7,"[(0, 14), (2, 13), (3, 12), (7, 11), (9, 10), (10, 9), (15, 8)]",765,1455
15,1.0,short,high,46,M1 Opt,2,14.0,0.019052982330322266,0.02649998664855957,7,7,425,848
15,1.0,long,low,42,M1 Base,2,12.0,0.11087703704833984,0.12681794166564941,6,"[(0, 10), (1, 0), (1, 11), (3, 5), (5, 14), (8, 4)]",825,1635
15,1.0,long,low,42,M1 Opt,2,12.0,0.019034147262573242,0.027152061462402344,6,6,453,920
15,1.0,long,low,43,M1 Base,2,12.0,0.24277186393737793,0.2567410469055176,6,"[(1, 13), (1, 14), (4, 12), (5, 11), (8, 10), (13, 9)]",735,1455
