T_size,model,mean_n_jobs,median_n_jobs,min_n_jobs,max_n_jobs,mean_runtime,median_runtime,min_runtime,max_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_runs
3,M3 Base,25.571428571428573,27,11,39,0.009597982679094588,0.006303071975708008,0.00084686279296875,0.029008865356445312,189.66666666666666,353.3333333333333,21,0,0,21
3,M3 Opt,25.571428571428573,27,11,39,0.008599905740647089,0.006779909133911133,0.0008139610290527344,0.025046825408935547,189.66666666666666,379.9047619047619,21,0,0,21
5,M3 Base,31.095238095238095,31,13,55,0.0939371699378604,0.03334617614746094,0.000659942626953125,0.7257950305938721,334.57142857142856,675.952380952381,21,0,0,21
5,M3 Opt,31.095238095238095,31,13,55,0.0480366207304455,0.03280186653137207,0.0014019012451171875,0.24505305290222168,334.57142857142856,708.047619047619,21,0,0,21
7,M3 Base,36.714285714285715,37,15,67,0.1308268251873198,0.028242111206054688,0.0024881362915039062,0.944720983505249,484.3809523809524,1016,21,0,0,21
7,M3 Opt,36.714285714285715,37,15,67,0.124756654103597,0.02672719955444336,0.0028650760650634766,0.9568018913269043,484.3809523809524,1053.7142857142858,21,0,0,21
