T_size,class,instance_id,seed,n_jobs,model,status,objective,runtime,wall_time,servers,fireups,num_vars,num_constrs
5,II,0,501042,20,M1 Base,2,18.0,0.11377406120300293,0.12725305557250977,9,"[(0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19)]",600,800
5,II,0,501042,20,M1 Opt,2,18.0,0.04599881172180176,0.05417013168334961,9,9,390,609
5,II,1,501043,20,M1 Base,2,20.0,0.0422060489654541,0.05288290977478027,10,"[(0, 0), (0, 3), (0, 6), (0, 7), (0, 9), (0, 11), (0, 13), (0, 14), (0, 17), (0, 19)]",600,800
5,II,1,501043,20,M1 Opt,2,20.0,0.010264873504638672,0.01804494857788086,10,10,392,613
5,II,2,501044,19,M1 Base,2,22.0,0.07822704315185547,0.08738493919372559,11,"[(0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (2, 8)]",551,741
5,II,2,501044,19,M1 Opt,2,22.0,0.02346014976501465,0.030816078186035156,11,11,366,579
5,III,0,502042,26,M1 Base,2,28.0,0.6975979804992676,0.7152676582336426,14,"[(0, 4), (0, 6), (0, 8), (0, 11), (0, 12), (0, 15), (0, 17), (0, 20), (0, 22), (0, 23), (0, 24), (0, 25), (2, 0), (2, 19)]",936,1196
5,III,0,502042,26,M1 Opt,2,28.0,0.29381394386291504,0.30645298957824707,14,14,587,874
5,III,1,502043,25,M1 Base,2,20.0,0.10610008239746094,0.1268167495727539,10,"[(0, 0), (0, 1), (0, 2), (0, 4), (0, 10), (0, 13), (0, 20), (0, 22), (1, 6), (1, 11)]",875,1125
5,III,1,502043,25,M1 Opt,2,20.0,0.06788206100463867,0.07897591590881348,10,10,555,834
5,III,2,502044,26,M1 Base,2,20.0,0.060665130615234375,0.07817196846008301,10,"[(0, 0), (0, 2), (0, 3), (0, 5), (0, 12), (0, 14), (0, 17), (0, 22), (0, 24), (1, 20)]",936,1196
5,III,2,502044,26,M1 Opt,2,20.0,0.06543302536010742,0.07676506042480469,10,10,587,874
5,IV,0,503042,31,M1 Base,2,28.0,9.797313928604126,9.823193073272705,14,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 8), (0, 10), (0, 17), (0, 21), (0, 25), (0, 26), (0, 28), (0, 29), (0, 30), (2, 27)]",1271,1581
5,IV,0,503042,31,M1 Opt,2,28.0,7.049444913864136,7.068994998931885,14,14,782,1129
5,IV,1,503043,31,M1 Base,2,32.0,0.6138241291046143,0.6390111446380615,16,"[(0, 0), (0, 1), (0, 2), (0, 4), (0, 6), (0, 7), (0, 13), (0, 17), (0, 19), (0, 21), (0, 22), (0, 24), (0, 26), (0, 28), (0, 29), (0, 30)]",1271,1581
5,IV,1,503043,31,M1 Opt,2,32.0,0.28585004806518555,0.30259084701538086,16,16,782,1129
5,IV,2,503044,32,M1 Base,2,32.0,0.448915958404541,0.47509002685546875,16,"[(0, 0), (0, 2), (0, 4), (0, 8), (0, 12), (0, 16), (0, 17), (0, 18), (0, 20), (0, 21), (0, 23), (0, 24), (0, 26), (0, 27), (0, 30), (0, 31)]",1344,1664
5,IV,2,503044,32,M1 Opt,2,32.0,0.14156484603881836,0.16115975379943848,16,16,818,1171
5,V,0,504042,39,M1 Base,2,46.0,0.6335408687591553,0.6779482364654541,23,"[(0, 0), (0, 2), (0, 3), (0, 6), (0, 8), (0, 10), (0, 11), (0, 17), (0, 19), (0, 20), (0, 21), (0, 24), (0, 26), (0, 27), (0, 28), (0, 30), (0, 31), (0, 32), (0, 33), (0, 35), (0, 36), (0, 37), (0, 38)]",1911,2301
5,V,0,504042,39,M1 Opt,2,46.0,0.14011311531066895,0.1888418197631836,23,23,1134,1565
5,V,1,504043,38,M1 Base,2,36.0,0.9790248870849609,1.015821933746338,18,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 13), (0, 14), (0, 17), (0, 20), (0, 21), (0, 26), (0, 27), (0, 31), (0, 34), (0, 36)]",1824,2204
5,V,1,504043,38,M1 Opt,2,36.0,0.44365477561950684,0.4727780818939209,18,18,1089,1512
5,V,2,504044,38,M1 Base,2,36.0,0.24584603309631348,0.28258299827575684,18,"[(0, 0), (0, 1), (0, 4), (0, 5), (0, 6), (0, 8), (0, 9), (0, 12), (0, 14), (0, 16), (0, 17), (0, 19), (0, 20), (0, 23), (0, 31), (0, 33), (0, 34), (2, 7)]",1824,2204
5,V,2,504044,38,M1 Opt,2,36.0,0.1321249008178711,0.15021705627441406,18,18,1091,1516
5,VI,0,505042,55,M1 Base,2,42.0,0.3725600242614746,0.4346339702606201,21,"[(0, 0), (0, 5), (0, 6), (0, 7), (0, 13), (0, 14), (0, 16), (0, 19), (0, 21), (0, 22), (0, 23), (0, 30), (0, 34), (0, 35), (0, 40), (0, 48), (0, 50), (0, 53), (1, 29), (1, 37), (1, 54)]",3575,4125
5,VI,0,505042,55,M1 Opt,2,42.0,0.15121006965637207,0.1842050552368164,21,21,1988,2545
5,VI,1,505043,49,M1 Base,2,36.0,5.382349967956543,5.431457996368408,18,"[(0, 0), (0, 1), (0, 2), (0, 4), (0, 8), (0, 17), (0, 19), (0, 20), (0, 22), (0, 25), (0, 28), (0, 29), (0, 31), (0, 33), (0, 34), (0, 36), (0, 46), (0, 47)]",2891,3381
5,VI,1,505043,49,M1 Opt,2,36.0,6.199506998062134,6.247217893600464,18,18,1649,2170
5,VI,2,505044,50,M1 Base,2,42.0,1.082007884979248,1.1632311344146729,21,"[(0, 0), (0, 2), (0, 3), (0, 6), (0, 7), (0, 9), (0, 13), (0, 14), (0, 17), (0, 21), (0, 22), (0, 23), (0, 26), (0, 29), (0, 32), (0, 35), (0, 39), (0, 42), (0, 43), (0, 47), (0, 49)]",3000,3500
5,VI,2,505044,50,M1 Opt,2,42.0,0.29181504249572754,0.3323550224304199,21,21,1693,2210
5,VII,0,506042,38,M1 Base,2,40.0,4.8156960010528564,4.8663108348846436,20,"[(0, 0), (0, 7), (0, 9), (0, 15), (0, 17), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 27), (0, 28), (0, 30), (0, 31), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (1, 29)]",1824,2204
5,VII,0,506042,38,M1 Opt,2,40.0,0.40609192848205566,0.44602227210998535,20,20,1089,1512
5,VII,1,506043,39,M1 Base,2,40.0,1.0588488578796387,1.104949951171875,20,"[(0, 0), (0, 4), (0, 5), (0, 8), (0, 9), (0, 10), (0, 14), (0, 17), (0, 19), (0, 20), (0, 24), (0, 25), (0, 30), (0, 31), (0, 33), (0, 34), (0, 35), (0, 36), (0, 37), (0, 38)]",1911,2301
5,VII,1,506043,39,M1 Opt,2,40.0,0.24102115631103516,0.2661259174346924,20,20,1134,1565
5,VII,2,506044,38,M1 Base,2,30.0,21.703914880752563,21.741161346435547,15,"[(0, 0), (0, 5), (0, 6), (0, 7), (0, 8), (0, 11), (0, 12), (0, 18), (0, 19), (0, 23), (0, 30), (0, 31), (0, 32), (0, 36), (0, 37)]",1824,2204
5,VII,2,506044,38,M1 Opt,2,30.0,0.40345287322998047,0.4305226802825928,15,15,1087,1508
7,I,0,700042,15,M1 Base,2,14.0,0.10867714881896973,0.12343287467956543,7,"[(0, 0), (0, 1), (0, 2), (0, 8), (0, 9), (0, 12), (0, 14)]",435,645
7,I,0,700042,15,M1 Opt,2,14.0,0.045278072357177734,0.05849814414978027,7,7,300,509
7,I,1,700043,15,M1 Base,2,16.0,0.12690401077270508,0.13704323768615723,8,"[(0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14)]",435,645
7,I,1,700043,15,M1 Opt,2,16.0,0.03857302665710449,0.0457761287689209,8,8,300,509
7,I,2,700044,15,M1 Base,2,14.0,0.06341695785522461,0.07936215400695801,7,"[(0, 0), (0, 4), (0, 5), (0, 6), (0, 13), (0, 14), (4, 10)]",435,645
7,I,2,700044,15,M1 Opt,2,14.0,0.023342132568359375,0.032421112060546875,7,7,300,509
7,II,0,701042,24,M1 Base,2,24.0,0.10469293594360352,0.12741398811340332,12,"[(0, 0), (0, 1), (0, 2), (0, 6), (0, 10), (0, 15), (0, 16), (0, 17), (0, 19), (0, 22), (0, 23), (4, 5)]",912,1248
7,II,0,701042,24,M1 Opt,2,24.0,0.04626798629760742,0.060143232345581055,12,12,582,911
7,II,1,701043,24,M1 Base,2,16.0,0.1110999584197998,0.13260984420776367,8,"[(0, 0), (0, 4), (0, 7), (0, 11), (0, 15), (0, 18), (0, 21), (0, 23)]",912,1248
7,II,1,701043,24,M1 Opt,2,16.0,0.06601214408874512,0.0786139965057373,8,8,580,907
7,II,2,701044,23,M1 Base,2,28.0,0.04114699363708496,0.06348276138305664,14,"[(0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22)]",851,1173
7,II,2,701044,23,M1 Opt,2,28.0,0.02447795867919922,0.03608989715576172,14,14,544,857
7,III,0,702042,30,M1 Base,2,26.0,0.5756628513336182,0.6091279983520508,13,"[(0, 0), (0, 2), (0, 3), (0, 7), (0, 9), (0, 13), (0, 17), (0, 19), (0, 21), (0, 24), (0, 27), (0, 28), (0, 29)]",1320,1740
7,III,0,702042,30,M1 Opt,2,26.0,0.10336613655090332,0.12432527542114258,13,13,825,1244
7,III,1,702043,29,M1 Base,2,28.0,0.45574212074279785,0.4856870174407959,14,"[(0, 0), (0, 7), (0, 8), (0, 10), (0, 11), (0, 13), (0, 14), (0, 16), (0, 19), (0, 21), (0, 22), (0, 25), (0, 27), (0, 28)]",1247,1653
7,III,1,702043,29,M1 Opt,2,28.0,0.12769103050231934,0.14844393730163574,14,14,783,1188
7,III,2,702044,29,M1 Base,2,30.0,0.1621079444885254,0.19475483894348145,15,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 6), (0, 7), (0, 13), (0, 14), (0, 15), (0, 17), (0, 18), (0, 19), (0, 27), (0, 28)]",1247,1653
7,III,2,702044,29,M1 Opt,2,30.0,0.05893898010253906,0.07761502265930176,15,15,787,1196
7,IV,0,703042,36,M1 Base,2,30.0,0.2938530445098877,0.33701491355895996,15,"[(0, 0), (0, 2), (0, 3), (0, 6), (0, 7), (0, 9), (0, 14), (0, 16), (0, 17), (0, 19), (0, 20), (0, 23), (0, 25), (0, 33), (0, 34)]",1800,2304
7,IV,0,703042,36,M1 Opt,2,30.0,0.11686897277832031,0.14046716690063477,15,15,1104,1613
7,IV,1,703043,37,M1 Base,2,36.0,2.590640068054199,2.634232759475708,18,"[(0, 0), (0, 1), (0, 2), (0, 4), (0, 5), (0, 8), (0, 15), (0, 16), (0, 17), (0, 19), (0, 20), (0, 23), (0, 29), (0, 30), (0, 32), (0, 34), (0, 35), (0, 36)]",1887,2405
7,IV,1,703043,37,M1 Opt,2,36.0,0.23860597610473633,0.2722291946411133,18,18,1151,1672
7,IV,2,703044,38,M1 Base,2,34.0,0.4768199920654297,0.5367081165313721,17,"[(0, 0), (0, 3), (0, 4), (0, 5), (0, 6), (0, 11), (0, 14), (0, 15), (0, 17), (0, 19), (0, 24), (0, 25), (0, 29), (0, 34), (0, 35), (0, 36), (0, 37)]",1976,2508
7,IV,2,703044,38,M1 Opt,2,34.0,0.0950479507446289,0.13150691986083984,17,17,1191,1716
7,V,0,704042,45,M1 Base,2,38.0,22.65313196182251,22.70987582206726,19,"[(0, 1), (0, 13), (0, 14), (0, 20), (0, 25), (0, 26), (0, 29), (0, 30), (0, 31), (0, 33), (0, 36), (0, 37), (0, 38), (0, 39), (0, 41), (0, 42), (0, 43), (0, 44), (1, 0)]",2655,3285
7,V,0,704042,45,M1 Opt,2,38.0,2.282104969024658,2.32397198677063,19,19,1575,2204
7,V,1,704043,43,M1 Base,2,42.0,0.44626879692077637,0.5072300434112549,21,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 9), (0, 11), (0, 13), (0, 14), (0, 15), (0, 16), (0, 18), (0, 19), (0, 20), (0, 23), (0, 29), (0, 32), (0, 35), (0, 38), (0, 41), (0, 42)]",2451,3053
7,V,1,704043,43,M1 Opt,2,42.0,0.17049908638000488,0.19894194602966309,21,21,1468,2075
7,V,2,704044,44,M1 Base,2,40.0,26.780400037765503,26.830851078033447,20,"[(0, 0), (0, 1), (0, 2), (0, 5), (0, 6), (0, 12), (0, 16), (0, 18), (0, 22), (0, 27), (0, 28), (0, 29), (0, 32), (0, 33), (0, 35), (0, 38), (0, 39), (0, 40), (0, 42), (0, 43)]",2552,3168
7,V,2,704044,44,M1 Opt,2,40.0,9.046435117721558,9.091394662857056,20,20,1522,2141
7,VI,0,705042,67,M1 Base,2,34.0,23.15599489212036,23.315910816192627,17,"[(0, 0), (0, 8), (0, 11), (0, 12), (0, 15), (0, 20), (0, 25), (0, 26), (0, 28), (0, 30), (0, 36), (0, 41), (0, 58), (0, 63), (0, 64), (0, 65), (0, 66)]",5427,6365
7,VI,0,705042,67,M1 Opt,2,34.0,1.6083528995513916,1.7185311317443848,17,17,3000,3855
7,VI,1,705043,67,M1 Base,2,42.0,10.646857976913452,10.810575008392334,21,"[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 11), (0, 21), (0, 26), (0, 33), (0, 43), (0, 44), (0, 45), (0, 50), (0, 60), (0, 61), (0, 63), (0, 64), (0, 65)]",5427,6365
7,VI,1,705043,67,M1 Opt,2,42.0,2.796807050704956,2.872323751449585,21,21,3000,3855
7,VI,2,705044,58,M1 Base,2,34.0,1.4840748310089111,1.6028501987457275,17,"[(0, 0), (0, 8), (0, 13), (0, 16), (0, 17), (0, 21), (0, 22), (0, 25), (0, 30), (0, 31), (0, 36), (0, 44), (0, 48), (0, 50), (0, 53), (0, 54), (0, 57)]",4176,4988
7,VI,2,705044,58,M1 Opt,2,34.0,0.3722090721130371,0.428725004196167,17,17,2345,3094
7,VII,0,706042,44,M1 Base,2,34.0,1.2539939880371094,1.3230080604553223,17,"[(0, 1), (0, 5), (0, 15), (0, 16), (0, 18), (0, 19), (0, 20), (0, 21), (0, 27), (0, 28), (0, 32), (0, 33), (0, 35), (0, 37), (0, 41), (0, 42), (0, 43)]",2552,3168
7,VII,0,706042,44,M1 Opt,2,34.0,0.2982468605041504,0.34264302253723145,17,17,1520,2137
7,VII,1,706043,43,M1 Base,2,40.0,2.8194730281829834,2.8905956745147705,20,"[(0, 0), (0, 2), (0, 7), (0, 11), (0, 13), (0, 20), (0, 22), (0, 24), (0, 26), (0, 30), (0, 32), (0, 34), (0, 36), (0, 38), (0, 39), (0, 40), (0, 41), (0, 42), (2, 25), (2, 37)]",2451,3053
7,VII,1,706043,43,M1 Opt,2,40.0,1.4941480159759521,1.5352602005004883,20,20,1472,2083
7,VII,2,706044,45,M1 Base,2,32.0,2.886867046356201,2.966893196105957,16,"[(0, 0), (0, 1), (0, 13), (0, 17), (0, 19), (0, 20), (0, 27), (0, 28), (0, 30), (0, 33), (0, 34), (0, 36), (0, 38), (0, 42), (0, 43), (0, 44)]",2655,3285
7,VII,2,706044,45,M1 Opt,2,32.0,0.7209599018096924,0.7695941925048828,16,16,1575,2204
