n,s_factor,duration,size,model,mean_runtime,mean_num_vars,mean_num_constrs,optimal_count,timelimit_count,other_status_count,num_instances
13,1.2,short,high,M3 Opt,0.00211639404296875,77,180.2,5,0,0,5
13,1.2,long,low,M1 Opt,0.020247745513916015,318.4,643.8,5,0,0,5
13,1.2,long,low,M2 Opt,0.004482412338256836,168.2,235.4,5,0,0,5
13,1.2,long,low,M3 Opt,0.002792167663574219,104,251.2,5,0,0,5
13,1.2,long,high,M1 Opt,0.02523317337036133,318.4,643.8,5,0,0,5
13,1.2,long,high,M2 Opt,0.007135915756225586,168.2,235.4,5,0,0,5
13,1.2,long,high,M3 Opt,0.0017928600311279297,76.4,178.6,5,0,0,5
15,1.0,short,low,M1 Opt,0.06615395545959472,400.8,791,5,0,0,5
15,1.0,short,low,M2 Opt,0.04575281143188477,220.2,332.4,5,0,0,5
15,1.0,short,low,M3 Opt,0.007664632797241211,135,330.8,5,0,0,5
15,1.0,short,high,M1 Opt,0.02878680229187012,400.8,791,5,0,0,5
15,1.0,short,high,M2 Opt,0.008330440521240235,220.2,332.4,5,0,0,5
15,1.0,short,high,M3 Opt,0.0030065536499023437,94.6,224.8,5,0,0,5
15,1.0,long,low,M1 Opt,0.021525812149047852,419.6,847.4,5,0,0,5
15,1.0,long,low,M2 Opt,0.005800199508666992,220.2,301.8,5,0,0,5
15,1.0,long,low,M3 Opt,0.004201030731201172,135,330.8,5,0,0,5
15,1.0,long,high,M1 Opt,0.05197291374206543,419.6,847.4,5,0,0,5
15,1.0,long,high,M2 Opt,0.008873224258422852,220.2,301.8,5,0,0,5
15,1.0,long,high,M3 Opt,0.002345752716064453,93.4,221.6,5,0,0,5
15,1.2,short,low,M1 Opt,0.07090721130371094,397.4,786,5,0,0,5
15,1.2,short,low,M2 Opt,0.012605810165405273,217.6,334,5,0,0,5
15,1.2,short,low,M3 Opt,0.020415401458740233,135,328.4,5,0,0,5
15,1.2,short,high,M1 Opt,0.06257076263427734,397.4,786,5,0,0,5
15,1.2,short,high,M2 Opt,0.011388587951660156,217.6,334,5,0,0,5
15,1.2,short,high,M3 Opt,0.0031606197357177735,95.4,226.2,5,0,0,5
15,1.2,long,low,M1 Opt,0.023923778533935548,412,829.8,5,0,0,5
15,1.2,long,low,M2 Opt,0.004247093200683593,217.6,307.2,5,0,0,5
15,1.2,long,low,M3 Opt,0.003300189971923828,135,328.4,5,0,0,5
15,1.2,long,high,M1 Opt,0.03366298675537109,412,829.8,5,0,0,5
15,1.2,long,high,M2 Opt,0.01045536994934082,217.6,307.2,5,0,0,5
15,1.2,long,high,M3 Opt,0.0023148059844970703,92.2,218.4,5,0,0,5
